Depth Shifted To Core (ft),DTCO,DTSM,AF10,AF20,AF30,AF60,AF90,AO10,AO20,AO30,AO60,AO90,AT10,AT20,AT30,AT60,AT90,AFCO60,AORT,AORX,BFV,CBP1,CBP2,CBP3,CBP4,CBP5,CBP6,CBP7,CBP8,CDF,CFTC,CMFF,CMFF_SIG,CMR_PHI_CO,CMRP_3MS,CNTC,CTEM,DCAL,DNPH,DPHZ,DPH8,DSOZ,DWAL_WALK2,DWCA_WALK2,DWFE_WALK2,DWGD_WALK2,DWSI_WALK2,DWSU_WALK2,DWTI_WALK2,ECGR,ECST,ESUF_WALK2,GDEV,GR,GR_EDTC,GTEM,HCAL,HDRA,HDRB,HGR,HMIN,HMNO,HNPO,HPRA,HTNP,KSDR,KTIM,NPHI,NPOR,PEF8,PEFZ,PXND_HILT,QCPMT,RHGE_WALK2,RHO8,RHOZ,RSOZ,RXO8,RXOZ,SP,SPAR,STIT,T2LM,T2LM_SIG,TCMR,TENS,TNPH,WCAR_WALK2,WCLA_WALK2,WPYR_WALK2,WQFM_WALK2
10441.6,76.1163,128.1154,11.3099,14.5864,17.1351,15.7491,14.0138,9.4579,10.2128,11.6524,9.0253,8.9074,11.0244,14.0707,16.3087,15.9207,11.6772,63.4956,9.9917,8.4478,0.077,0.0315,0.0305,0.0119,0.0049,0.002,0.0023,0.0003,0,1596.7334,1398.974,0.0064,0.0039,0.0008,0.0213,3159.1851,183.3412,0.9549,-0.0171,0.0782,0.095,0.0146,0.0585,0.0505,0.0321,3.053,0.3067,0.0171,0.0033,92.7742,62.379,0.5556,1.6085,84.7976,90.451,182.7997,9.7049,-0.002,0.0319,86.2381,5.0077,5.8607,0.1783,0.0143,0.1755,0.0007,0.0033,0.1803,0.1773,4.2301,3.7183,0.1532,0.4377,2.7309,2.5476,2.5763,0.0211,14.7104,16.8536,-206.1686,-206.4279,0,1.8477,-999.25,0.0834,4710.4004,0.1755,0.0608,0.2942,0.032,0.613
10442.1,75.7188,125.3274,11.4927,14.2213,16.494,14.2943,13.9937,10.0223,8.6909,10.598,11.1679,11.0414,10.9342,9.7874,11.9111,10.2619,9.6274,69.958,11.937,8.6184,0.0737,0.03,0.0288,0.0113,0.0061,0.0022,0.0017,0.0003,0,1560.8228,1318.5579,0.0068,0.0039,0.0008,0.0216,3055.4607,183.3412,0.8902,-0.0167,0.0781,0.0626,0.0355,0.0637,0.043,0.0351,4.3244,0.3063,0.0178,0.0034,95.7205,62.379,0.5591,1.9285,87.7395,91.5729,182.7997,9.6402,-0.0043,0.0189,86,12.6616,11.2532,0.1921,0.0603,0.1855,0.0006,0.0036,0.189,0.1949,3.4377,3.64,0.1591,0.356,2.7361,2.603,2.5765,0.0205,16.1835,14.7624,-206.25,-206.4303,0,1.9162,-999.25,0.0805,4599.8335,0.1854,0.0407,0.3202,0.0334,0.6058
10442.6,75.5192,125.0122,12.2426,14.3202,16.6813,15.3088,15.6892,13.9568,16.4092,16.5941,17.8172,17.4208,12.2526,13.1564,14.3221,12.6041,12.1097,65.3219,16.7186,10.9622,0.0705,0.0259,0.0276,0.0129,0.0064,0.0024,0.0016,0,0,1535.9482,1311.149,0.0062,0.0038,0.0008,0.0233,3024.4805,183.3412,0.8833,-0.0167,0.0763,0.0689,0.0416,0.0688,0.0389,0.0383,5.434,0.3019,0.0169,0.0036,94.5576,63.5495,0.5739,2.5367,86.7,92.6941,182.7997,9.6333,-0.0063,-0.0016,91.2589,11.8406,10.4961,0.2026,0.1136,0.1841,0.0006,0.0028,0.1963,0.1947,3.3101,3.5297,0.1578,0,2.7402,2.5922,2.5795,0.0001,14.9969,15.6922,-206.1875,-206.4383,0,2.0786,-999.25,0.0767,4535.6001,0.184,0.0295,0.3459,0.0317,0.5929
10443.1,75.4876,125.1401,12.7096,16.2517,18.5016,17.0209,18.3486,12.106,14.5687,16.7837,22.2951,21.5791,12.5904,16.4234,17.8741,15.2881,16.0907,58.7512,19.4333,11.7222,0.0702,0.0211,0.0264,0.018,0.0056,0.0025,0.0009,0,0,1558.4075,1344.7859,0.0042,0.0037,0.0008,0.0269,3067.3665,183.3412,0.8794,-0.0166,0.074,0.0693,0.0555,0.0676,0.0403,0.0379,5.5731,0.3022,0.0144,0.0036,94.1268,62.379,0.561,2.0205,86.3197,91.3442,182.7997,9.6294,-0.0076,-0.0196,82.8517,13.4603,11.9367,0.1908,0.1295,0.1798,0.0006,0.0011,0.1994,0.1897,3.3928,3.4295,0.1547,0,2.7366,2.5914,2.5835,0.0001,17.0615,18.5357,-206.7443,-206.5047,0,2.2861,-999.25,0.0745,4652,0.1799,0.0333,0.3395,0.0269,0.6003
10443.6,75.3537,124.821,13.1955,18.0499,20.2509,19.2568,21.7141,18.3153,23.6184,21.8357,23.6326,22.6915,14.6118,19.7863,22.2181,19.0181,22.4411,51.9297,17.9674,16.0876,0.0676,0.0181,0.0218,0.0216,0.0067,0.0005,0.0023,0,0,1602.3431,1456.6637,0.0034,0.004,0.0008,0.0311,3246.7546,183.3412,0.8486,-0.0162,0.0748,0.0609,0.0652,0.0597,0.048,0.0339,5.5585,0.3065,0.0089,0.0035,86.0336,62.379,0.5294,1.0781,79.0051,90.1077,182.7997,9.5986,-0.0088,-0.0347,84.7713,9.6151,10.7632,0.1932,0.143,0.1715,0.0007,0.0006,0.1733,0.184,3.2562,3.3938,0.1499,0.0135,2.7242,2.6058,2.582,0.0047,28.7157,24.6783,-206.2784,-206.5571,0,2.6696,-999.25,0.071,4634.3999,0.1716,0.0542,0.3001,0.0167,0.629
10444.1,75.2951,124.501,14.0622,21.152,23.4809,23.6427,24.7866,15.0255,20.65,13.7584,12.452,12.0786,13.5453,23.5768,25.7119,23.707,28.6265,42.2964,12.3668,12.884,0.0604,0.0176,0.0149,0.0195,0.0092,0,0.0015,0.0009,0,1586.3142,1774.528,0.0032,0.0041,0.0008,0.0311,3497.864,183.3412,0.7839,-0.0151,0.0728,0.0736,0.0648,0.0518,0.0618,0.0298,6.2436,0.304,0.0041,0.0032,80.2457,62.379,0.5066,0.8565,73.9013,84.815,182.7997,9.5339,-0.0088,-0.0356,69.2105,30.5525,27.1687,0.1495,0.1378,0.1343,0.0006,0.0005,0.1347,0.1458,3.3378,3.3974,0.1243,0.1355,2.7133,2.5842,2.5856,0.0076,38.8949,43.6799,-206.8295,-206.6037,0,2.9449,-999.25,0.0636,4614.8003,0.1345,0.0911,0.2603,0.0077,0.6408
10444.6,75.2504,123.7821,14.7062,23.8061,25.5916,26.3905,26.6686,14.3839,21.0112,24.0288,12.1876,11.6124,14.4354,27.3558,28.5759,28.6465,33.0157,37.8924,11.2756,15.7522,0.0535,0.0184,0.0105,0.0157,0.0098,0,0.0015,0.0012,0,1569.949,2102.6804,0.0036,0.0042,0.0008,0.0282,3685.7649,183.3412,0.7831,-0.0142,0.0656,0.0751,0.0409,0.0484,0.0697,0.0279,6.2038,0.3006,0.0035,0.003,71.437,62.379,0.4804,3.3406,65.7913,74.2699,182.7997,9.5331,-0.0064,-0.0201,67.5404,74.7653,66.7132,0.0993,0.106,0.1047,0.0004,0.0005,0.1039,0.0935,3.4096,3.4085,0.1,0.1047,2.7104,2.5816,2.5978,0.0001,95.5682,64.7803,-206.6799,-206.6178,0,2.983,-999.25,0.0571,4673.6001,0.1045,0.1126,0.2431,0.0066,0.6377
10445.1,75.1991,123.1922,15.3896,24.329,26.0656,28.2869,27.0676,17.9792,25.2151,25.3344,17.1902,16.4473,18.7191,35.8121,42.3673,37.4424,44.5751,35.352,10.989,15.319,0.0503,0.0196,0.0106,0.0127,0.0082,0,0.0028,0.0007,0,1608.3036,2304.8235,0.0042,0.0042,0.0008,0.0244,3846.521,183.3412,0.7931,-0.0138,0.0573,0.0461,0.0102,0.0513,0.0766,0.0292,5.9036,0.2879,0.0065,0.0032,72.3236,62.379,0.4631,3.9677,66.5782,68.8314,182.7997,9.5431,-0.0032,0.0031,60.5289,69.721,62.1952,0.0747,0.0534,0.0935,0.0003,0.0006,0.1005,0.0749,3.6181,3.3948,0.0896,0,2.7174,2.6312,2.6121,0.0001,89.0937,93.0121,-206.8125,-206.6841,0,2.7885,-999.25,0.0545,4609,0.0933,0.131,0.2577,0.0121,0.5993
10445.6,71.9755,119.1115,15.7862,23.3393,25.0895,28.5985,24.5921,16.5407,19.6862,18.7583,11.7305,11.2344,16.3276,22.4363,23.4309,28.6224,28.1016,34.9669,12.3144,12.4848,0.0523,0.0203,0.0146,0.0112,0.0069,0,0.0035,0.0001,0,1570.3146,2263.3384,0.0043,0.004,0.0008,0.0217,3937.8132,183.3412,0.8101,-0.0143,0.058,0.0546,0,0.0533,0.0758,0.0297,4.627,0.2859,0.0118,0.0031,73.3632,62.379,0.4499,1.8704,67.4846,67.6519,182.7997,9.5601,-0.0023,0.0121,71.7025,56.4834,50.339,0.1086,0.0363,0.1026,0.0003,0.0007,0.1141,0.1039,3.3485,3.3749,0.0971,0.022,2.7245,2.6167,2.6108,0.0001,72.1037,70.925,-206.8258,-206.7204,0,2.4996,-999.25,0.0566,4715.3999,0.1024,0.1288,0.2677,0.0222,0.5813
10446.1,71.2402,116.8008,15.5113,22.5311,24.0766,28.1806,23.4411,17.6018,14.1516,13.9915,12.367,11.9299,15.415,19.6894,19.3922,23.3357,20.487,35.4855,11.4444,11.8777,0.0515,0.0183,0.0178,0.0115,0.0041,0.0003,0.0029,0,0,1564.0537,2152.1848,0.0033,0.0038,0.0008,0.0187,3951.458,183.3412,0.8301,-0.0148,0.0605,0.0625,0,0.0511,0.0829,0.0285,4.9624,0.2814,0.0118,0.0028,80.0362,63.5495,0.4492,0,73.5577,71.6357,182.7997,9.5801,-0.0013,0.0152,70.2596,45.6604,40.6542,0.1134,0.0117,0.1152,0.0002,0.0004,0.121,0.1169,3.2617,3.3283,0.1075,0,2.7235,2.6031,2.6065,0.0001,58.2242,61.2434,-206.5284,-206.7497,0,2.2527,-999.25,0.0549,4609.6001,0.115,0.148,0.2568,0.0221,0.5731
10446.6,70.3609,114.9864,15.4414,21.866,23.2282,26.7664,22.3667,15.8899,22.4116,25.5759,20.5513,19.7474,15.6942,23.8316,20.7158,24.3561,27.5054,37.3603,16.4036,9.9191,0.0484,0.0149,0.0203,0.0117,0.0016,0.0002,0.0028,0,0,1533.5121,2139.7979,0.003,0.0037,0.0008,0.0163,3951.8264,183.3412,0.8486,-0.015,0.069,0.0711,0.0142,0.0459,0.089,0.0257,5.0891,0.2832,0.011,0.0022,80.8379,62.379,0.4262,2.0336,74.2339,73.2723,182.7997,9.5986,-0.0027,0.0026,78.4872,44.2532,39.3977,0.1221,0.0326,0.1164,0.0001,0.0003,0.1284,0.1256,3.238,3.3464,0.1099,0.1879,2.7184,2.5884,2.5921,0.0001,56.4232,59.2498,-206.8984,-206.7643,0,2.2171,-999.25,0.0515,4545.8003,0.1163,0.1644,0.2308,0.0205,0.5842
10447.1,69.9275,114.3193,15.1976,21.55,22.5016,25.0509,21.6294,16.0984,34.7463,25.1814,20.8292,20.0485,15.1187,23.2997,24.6036,28.1863,36.0458,39.9187,18.1598,9.1478,0.0438,0.011,0.0217,0.0109,0.0002,0.0001,0.0027,0.0003,0,1504.4969,2180.1387,0.0032,0.0038,0.0008,0.0143,4046.0046,183.3412,0.881,-0.0153,0.0693,0.0681,0.0142,0.0434,0.0952,0.0244,5.7535,0.2802,0.01,0.0018,77.2081,62.379,0.424,2.0923,70.7995,71.7189,182.7997,9.631,-0.0028,-0.0025,73.6938,48.2213,42.9408,0.1219,0.0332,0.1172,0.0001,0.0003,0.1163,0.1246,3.4739,3.3702,0.1107,0.4411,2.716,2.5935,2.5914,0.0001,61.5017,61.4084,-206.6458,-206.7551,0,2.3881,-999.25,0.047,4534.8335,0.1172,0.1812,0.2182,0.0187,0.582
10447.6,69.532,112.9657,14.963,21.1168,22.0638,24.0806,21.3297,13.4093,18.8654,21.1246,17.9244,17.2359,14.8199,22.1662,23.2223,25.7903,35.0752,41.5272,17.9895,8.2762,0.0398,0.0081,0.0221,0.0096,0,0.0005,0.0024,0.0007,0.0004,1500.5447,2327.0813,0.0039,0.004,0.0008,0.0135,4103.603,183.3412,0.8856,-0.0149,0.0644,0.0654,0.0142,0.0457,0.0884,0.0254,4.6817,0.2845,0.0129,0.0018,71.12,63.5495,0.4198,0,65.2035,65.6055,182.7997,9.6356,-0.0024,-0.0016,59.9564,49.3529,43.9527,0.098,0.0267,0.1047,0.0001,0.0004,0.1012,0.1003,3.2618,3.3672,0.1,0.5455,2.7201,2.5982,2.5998,0.0001,62.9519,64.14,-207.6364,-206.7871,0,2.7667,-999.25,0.0437,4590.5005,0.1048,0.1628,0.2295,0.0241,0.5836
10448.1,69.6275,112.77,14.8333,20.5425,21.3059,22.6567,21.1412,15.5114,23.696,24.0424,18.6605,17.9725,14.9012,21.792,21.9084,23.5888,34.8321,44.1371,18.8964,7.7907,0.0396,0.0082,0.0219,0.0095,0,0.0025,0.0015,0,0.0018,1683.5645,2402.9849,0.0059,0.0042,0.0008,0.0154,4116.9937,183.3412,0.8602,-0.0145,0.0548,0.0383,0,0.0485,0.0735,0.0269,3.7652,0.297,0.0135,0.0021,69.4966,62.379,0.4436,2.1669,63.7865,63.7718,182.7997,9.6102,0,0.0105,61.9601,51.5161,45.8919,0.0846,-0.0132,0.0983,0.0002,0.0009,0.0921,0.084,3.4036,3.2833,0.0934,0.2677,2.7211,2.6445,2.6163,0.0001,65.731,59.1609,-206.6367,-206.7579,0,3.359,-999.25,0.0455,4894.667,0.0984,0.1227,0.2437,0.0253,0.6083
10448.6,71.0109,115.9829,14.6453,19.7006,20.4334,21.4531,21.2481,14.834,20.1696,21.3164,17.0857,16.6394,14.4853,19.6154,20.0751,21.1154,32.5258,46.6133,17.9968,7.7088,0.0485,0.0156,0.0227,0.0103,0,0.0052,0.0004,0,0.0029,1777.6118,2323.6008,0.0086,0.0043,0.0008,0.0189,4035.8611,183.3412,0.8602,-0.0146,0.0562,0.0593,0,0.0491,0.0609,0.0273,2.7294,0.3106,0.0133,0.0023,73.4967,63.5495,0.4444,1.722,67.458,65.8438,182.7997,9.6102,0.0003,0.0114,69.3413,38.6662,34.4103,0.0979,-0.0169,0.1014,0.0004,0.0037,0.1003,0.0917,3.1927,3.1893,0.0962,0.1564,2.7192,2.6085,2.6138,0.0001,49.2749,50.6455,-206.7243,-206.7714,0,3.1614,-999.25,0.0571,4885.3999,0.1015,0.0889,0.2469,0.0248,0.6394
10449.1,73.5054,118.5547,14.7373,19.2895,20.1954,19.9162,20.7409,14.0845,17.748,19.8466,17.1072,16.8214,14.2575,17.7169,18.7149,19.4834,28.2037,50.2104,17.6024,8.1049,0.0572,0.0228,0.0241,0.0103,0.0001,0.0063,0.0004,0,0.0029,1728.7338,2058.2017,0.0098,0.0044,0.0008,0.0201,3822.9802,183.3412,0.8448,-0.015,0.0657,0.0693,0,0.0466,0.0576,0.0262,3.868,0.3186,0.0097,0.0023,79.4891,65.8906,0.4591,2.0078,73.0077,75.2178,182.7997,9.5948,-0.0008,0.0041,70.9511,32.483,28.8909,0.1099,0.0081,0.1178,0.0006,0.0061,0.123,0.1143,3.0974,3.1154,0.1106,0.3088,2.7125,2.5916,2.5976,0.0001,41.3636,41.8987,-206.517,-206.7731,0,2.7244,-999.25,0.067,4804.6001,0.1179,0.0799,0.2342,0.0182,0.6678
10449.6,73.7193,120.3557,15.0498,19.4867,20.3347,19.1424,21.0908,13.2661,15.9621,17.7758,18.0552,17.9089,13.7562,16.491,17.7461,16.4716,24.6321,52.2399,17.4982,9.1655,0.0633,0.0274,0.0254,0.0104,0.0006,0.0066,0.0009,0.0001,0.0023,1680.3267,1749.4712,0.0104,0.0043,0.0008,0.0209,3559.311,183.3412,0.8671,-0.0159,0.0755,0.0785,0,0.0465,0.0552,0.0262,4.8887,0.3216,0.0089,0.0026,86.3103,62.379,0.4679,3.4205,79.1945,86.4309,182.7997,9.6171,-0.0021,-0.0037,78.1891,29.0234,25.805,0.1409,0.0356,0.1425,0.0007,0.0079,0.157,0.1454,3.0114,3.0867,0.1308,0.66,2.7111,2.5757,2.5809,0.0001,36.9405,36.9314,-206.5871,-206.7966,0,2.3933,-999.25,0.0737,4759,0.1427,0.0734,0.2337,0.0167,0.6762
10450.1,73.8439,120.5396,15.3901,20.2805,21.0149,18.5841,21.0845,13.8233,17.0861,18.4696,18.729,18.6655,14.4411,18.5186,19.6756,17.4556,23.0253,53.8096,16.8768,10.2781,0.066,0.0291,0.026,0.0107,0.0013,0.0065,0.0014,0.0002,0.0016,1635.8334,1548.624,0.0107,0.0042,0.0008,0.0217,3411.4485,183.3412,0.881,-0.0164,0.0807,0.0859,0,0.0495,0.0481,0.0278,6.6438,0.3246,0.0097,0.0029,94.4913,62.379,0.5079,4.2056,86.6481,98.7504,182.7997,9.631,-0.003,-0.0068,88.0036,24.0596,21.3777,0.1897,0.0569,0.1673,0.0007,0.0091,0.1817,0.1952,3.0503,3.1159,0.1486,0.4831,2.7137,2.5631,2.572,0.0001,30.5947,27.1337,-206.6066,-206.8319,0,2.2842,-999.25,0.0767,4679.2002,0.1672,0.0543,0.249,0.0181,0.6786
10450.6,73.8339,120.579,15.6554,20.969,20.7868,17.832,20.6062,15.7206,19.4869,21.6191,18.7086,18.773,16.1039,21.5702,22.3128,19.3992,23.4854,56.079,15.7544,14.1905,0.066,0.0291,0.026,0.0107,0.0013,0.0065,0.0014,0.0002,0.0016,1596.0905,1542.3632,0.0107,0.0042,0.0008,0.0217,3417.7761,183.3412,0.9064,-0.0166,0.0829,0.0779,0.0064,0.0528,0.0418,0.0294,7.9935,0.3263,0.0119,0.0031,99.2654,62.379,0.5177,0,90.9242,97.7689,182.7997,9.6564,-0.0039,-0.008,93.4409,15.3322,13.6027,0.2051,0.0724,0.1691,0.0007,0.0091,0.1747,0.2032,3.243,3.1788,0.1502,0.2665,2.7184,2.5768,2.5683,0.0001,19.4497,24.159,-206.4053,-206.8567,0,2.2842,-999.25,0.0767,4694.6665,0.1689,0.0374,0.2656,0.0223,0.6747
10451.1,73.8476,120.7754,15.703,21.4918,20.7135,17.0743,19.6342,25.1097,34.3786,22.7553,17.8738,18.0012,19.9682,29.4649,25.7336,19.6641,21.5035,58.5675,14.201,17.8504,0.0614,0.0278,0.0247,0.0065,0.0069,0.0079,0.0003,0,0.0007,1557.5979,1705.2347,0.0135,0.0041,0.0008,0.0224,3474.3027,183.3412,0.9087,-0.0162,0.0857,0.0786,0.0296,0.0515,0.0475,0.0288,11.1963,0.3218,0.0119,0.0025,95.0983,62.379,0.5054,0,87.0984,93.839,182.7997,9.6587,-0.0058,-0.014,91.4375,21.1237,18.762,0.1418,0.0937,0.143,0.0007,0.0154,0.1483,0.1432,3.2337,3.2468,0.1331,0.0889,2.7182,2.5755,2.5634,0.0001,26.845,27.7614,-206.8008,-206.8759,0,2.3755,-999.25,0.0749,4645.6001,0.1429,0.0529,0.2588,0.0222,0.6661
10451.6,73.8573,120.7342,15.7709,22.1236,20.736,16.5055,18.2436,15.7908,17.8503,15.6986,11.4424,11.5423,16.0351,21.3189,20.5371,16.755,17.3858,60.5858,8.8348,13.9517,0.059,0.026,0.0237,0.0056,0.0104,0.0083,0,0,0.0003,1513.8236,1882.5427,0.0153,0.0041,0.0008,0.0246,3592.3169,183.3412,0.9064,-0.0157,0.0867,0.0837,0.0577,0.0509,0.0491,0.0289,13.6768,0.3208,0.009,0.0025,90.4939,63.5495,0.4862,1.5804,82.8897,84.5225,182.7997,9.6564,-0.0077,-0.0219,76.6152,43.5475,38.7681,0.0949,0.1112,0.1248,0.0008,0.0208,0.1244,0.1036,3.1059,3.2996,0.1194,0.5016,2.7151,2.5668,2.5617,0.0001,55.5209,40.275,-206.5511,-206.8884,0,2.5975,-999.25,0.0743,4510.5,0.1247,0.0569,0.2558,0.0167,0.6705
10452.1,74.0821,120.6506,15.5783,22.484,20.072,15.4851,16.8311,7.5545,7.4932,6.5442,6.0411,6.074,13.0686,15.4093,13.2073,10.4884,9.7935,64.5783,5.8378,10.9221,0.059,0.025,0.0243,0.0068,0.0094,0.0087,0,0,0.0003,1499.0725,1969.7911,0.0156,0.0041,0.0008,0.0252,3700.8184,183.3412,0.8717,-0.0153,0.0828,0.0815,0.0749,0.0533,0.0489,0.0302,14.348,0.3167,0.0089,0.0028,86.6032,64.7201,0.4746,1.6779,79.4471,88.6781,182.7997,9.6217,-0.0083,-0.0258,80.7054,30.9571,27.5296,0.1138,0.1219,0.1208,0.0009,0.0216,0.1255,0.1136,3.4024,3.3438,0.1157,0.6304,2.7175,2.5707,2.5685,0.0001,39.4124,37.8331,-206.875,-206.9142,0,2.6522,-999.25,0.0745,4493,0.1208,0.0565,0.268,0.0167,0.6588
10452.6,74.3037,121.6739,15.8552,23.9901,20.5106,15.3102,15.1854,15.3799,17.4295,13.8389,9.3427,9.4547,15.5767,23.7267,19.6739,14.7606,12.3108,65.3158,7.158,17.252,0.0617,0.0256,0.027,0.0083,0.0048,0.009,0.0001,0,0.0006,1488.9177,1885.6895,0.0138,0.0041,0.0008,0.0228,3676.6426,183.3412,0.7947,-0.0151,0.071,0.0725,0.0781,0.0602,0.0418,0.0338,12.6333,0.3132,0.0109,0.0037,87.9258,62.379,0.5006,1.4386,80.9355,87.8399,182.7997,9.5447,-0.0062,-0.0174,81.3854,21.5824,19.1707,0.125,0.103,0.1311,0.0008,0.0167,0.1305,0.1289,3.3524,3.3446,0.1215,0.4577,2.7253,2.5861,2.5886,0.0001,27.431,27.6746,-207.517,-206.9609,0,2.4426,-999.25,0.0755,4576.167,0.1311,0.0373,0.3027,0.0204,0.6395
10453.1,74.5943,122.7393,16.6243,24.9358,20.4153,14.9749,13.8696,15.2513,28.2704,22.9887,12.7523,12.9998,18.5807,26.2455,22.8437,15.1754,12.1959,66.7785,8.5539,17.3596,0.0675,0.0279,0.0315,0.0081,0.0002,0.0079,0.0004,0,0.0012,1721.9608,1789.5018,0.0097,0.0041,0.0008,0.0178,3554.0374,183.3412,0.7931,-0.0152,0.0615,0.0554,0.0478,0.0636,0.0434,0.0352,9.3009,0.3059,0.0154,0.0039,89.625,63.5495,0.5125,1.6674,82.5052,91.9757,182.7997,9.5431,-0.0046,-0.0094,80.9914,16.7013,14.8224,0.1347,0.0945,0.1364,0.0006,0.0073,0.1412,0.1324,3.3636,3.3344,0.1234,0.1747,2.7334,2.6153,2.6048,0.0001,21.198,20.5381,-207.4522,-206.886,4.3149,2.0729,-999.25,0.0772,5030.5,0.1364,0.0419,0.3195,0.0289,0.6097
10453.6,74.4441,123.1471,17.7684,25.6006,20.8736,14.9474,13.112,18.8042,21.999,18.7179,10.7053,10.8175,17.7509,28.2098,21.2278,14.9712,11.363,66.9012,8.1233,19.7016,0.0708,0.03,0.0339,0.0069,0,0.004,0.0045,0,0.0002,1852.0071,1649.0334,0.0087,0.0041,0.0008,0.0156,3417.772,183.3412,0.8163,-0.0156,0.0574,0.0511,0.0134,0.0645,0.039,0.0356,6.5479,0.3094,0.0162,0.004,91.1781,62.379,0.531,1.6634,83.8491,93.9629,182.7997,9.5663,-0.0037,-0.0027,85.1411,13.0455,11.5678,0.1507,0.0863,0.1485,0.0006,0.0061,0.1593,0.1544,3.2398,3.319,0.1308,0.2306,2.7344,2.6226,2.6119,0.0001,16.5328,17.0712,-206.9304,-206.9192,3.4519,1.9124,-999.25,0.0796,4937,0.1487,0.0299,0.3244,0.0304,0.6153
10454.1,74.7412,123.3412,18.8355,26.4504,21.2563,15.3492,12.7127,17.6686,17.5124,14.1673,9.5573,9.6322,19.0615,24.7941,18.4809,13.9896,9.8912,65.1498,7.9826,19.3605,0.0717,0.0309,0.0345,0.0063,0,0.0049,0.0041,0,0,1803.0148,1535.8732,0.0091,0.0041,0.0008,0.0153,3316.9285,183.3412,0.8216,-0.0159,0.0612,0.053,0.0134,0.0655,0.0357,0.0362,4.1396,0.3116,0.0157,0.0042,93.2064,63.5495,0.5177,2.0629,85.6939,99.6594,182.7997,9.5716,-0.0037,0.0016,85.1413,11.8994,10.5484,0.1677,0.0801,0.1613,0.0006,0.0068,0.1713,0.1632,3.2248,3.3561,0.1399,0.2321,2.7343,2.6194,2.6054,0.0001,15.0717,15.3301,-207.0662,-206.9727,2.7161,1.8759,-999.25,0.0808,4874,0.1615,0.0211,0.3291,0.0294,0.6204
10454.6,74.7474,122.927,19.8944,26.9559,21.8545,15.6779,12.5716,26.4799,32.4003,20.8222,13.3645,13.4848,21.0528,25.8159,20.8535,15.0926,11.0192,63.7842,9.9916,23.6489,0.07,0.0304,0.0337,0.0059,0.0003,0.0072,0.0021,0,0,1752.1311,1448.84,0.0096,0.004,0.0008,0.0154,3220.239,183.3412,0.8163,-0.016,0.0623,0.0701,0,0.0696,0.0296,0.0386,3.7221,0.3115,0.0161,0.0043,94.9523,63.5495,0.534,1.8026,87.32,98.3745,182.7997,9.5663,-0.0016,0.0189,86.4289,11.7419,10.4083,0.1819,0.0223,0.1707,0.0006,0.0074,0.1783,0.18,3.3029,3.4039,0.1461,0.5425,2.7381,2.5901,2.6035,0.0001,14.8709,15.5327,-207.182,-207.0287,2.1729,1.8676,-999.25,0.0795,4802.0005,0.171,0.0045,0.3497,0.03,0.6157
10455.1,74.7735,123.0327,20.7789,27.1884,22.7169,16.2278,12.7348,23.0201,25.8824,25.0603,18.0707,18.2458,23.0546,27.8997,22.2276,16.3118,11.7556,61.6225,12.3218,24.1841,0.0661,0.0288,0.0317,0.0056,0.001,0.0084,0.0004,0,0,1703.3428,1460.9836,0.0097,0.0039,0.0008,0.0154,3232.8352,183.3412,0.8347,-0.0161,0.0658,0.0806,0,0.0742,0.0304,0.0409,3.4765,0.3026,0.0197,0.0043,96.2238,64.7201,0.5047,1.9,88.4169,94.0006,182.7997,9.5847,-0.0005,0.0312,90.2928,13.9443,12.3672,0.1715,-0.0054,0.1693,0.0005,0.0072,0.1732,0.1721,3.7357,3.4742,0.146,0.3026,2.7468,2.5722,2.5975,0.0001,17.6787,18.3292,-206.9489,-207.0906,1.6297,1.8597,-999.25,0.0758,4776.6001,0.1694,0.0069,0.3729,0.0369,0.5833
10455.6,74.8721,123.1016,21.3479,27.3775,23.3006,16.5711,13.3424,26.2583,28.6623,27.3643,20.8422,21.0215,23.0126,28.5324,23.5532,17.2549,12.2968,60.3461,14.1142,27.5419,0.0611,0.0267,0.0288,0.0056,0.0021,0.0076,0.0002,0,0,1659.4841,1523.6379,0.0098,0.0038,0.0008,0.0154,3269.8228,183.3412,0.8062,-0.0157,0.0703,0.067,0,0.074,0.0284,0.0405,4.2471,0.3056,0.0224,0.0041,95.4974,63.5495,0.5024,0,87.8602,89.4081,182.7997,9.5562,-0.0008,0.0299,88.4323,20.1271,17.8743,0.1672,0.0121,0.1595,0.0004,0.0064,0.1706,0.1732,3.6965,3.4934,0.1411,0.5117,2.7489,2.5955,2.5898,0.0001,25.5726,23.3359,-207.3382,-207.1596,1.0864,1.8925,-999.25,0.0708,4787,0.1597,0.0013,0.3721,0.0419,0.5847
