Depth Shifted To Core (ft),DTCO,DTSM,AF10,AF20,AF30,AF60,AF90,AO10,AO20,AO30,AO60,AO90,AT10,AT20,AT30,AT60,AT90,AFCO60,AORT,AORX,BFV,CBP1,CBP2,CBP3,CBP4,CBP5,CBP6,CBP7,CBP8,CDF,CFTC,CMFF,CMFF_SIG,CMR_PHI_CO,CMRP_3MS,CNTC,CTEM,DCAL,DNPH,DPHZ,DPH8,DSOZ,DWAL_WALK2,DWCA_WALK2,DWFE_WALK2,DWGD_WALK2,DWSI_WALK2,DWSU_WALK2,DWTI_WALK2,ECGR,ECST,ESUF_WALK2,GDEV,GR,GR_EDTC,GTEM,HCAL,HDRA,HDRB,HGR,HMIN,HMNO,HNPO,HPRA,HTNP,KSDR,KTIM,NPHI,NPOR,PEF8,PEFZ,PXND_HILT,QCPMT,RHGE_WALK2,RHO8,RHOZ,RSOZ,RXO8,RXOZ,SP,SPAR,STIT,T2LM,T2LM_SIG,TCMR,TENS,TNPH,WCAR_WALK2,WCLA_WALK2,WPYR_WALK2,WQFM_WALK2
10656.4,58.2051,96.257,46.7173,149.3448,207.1077,160.2044,150.4566,52.0831,242.7457,265.5032,153.2315,159.1076,50.8846,213.5832,316.4525,188.9906,160.9129,6.242,192.3238,13.8552,0.0173,0.004,0.0071,0.0048,0.0021,0.0038,0.0029,0.0002,0.0002,1554.8188,6454.27,0.0079,0.0041,0.0008,0.014,6720.6958,186.2212,0.2825,-0.0078,0.0295,0.0263,0,0.0184,0.1797,0.0099,2.6688,0.2259,0.0036,0.002,44.6076,60.0379,0.3508,2.033,42.0216,43.6529,185.3162,9.0325,-0.0031,-0.0142,43.4292,395.2523,354.5107,0.0136,0.0745,0.0198,0.0001,0.0003,0.0118,0.0144,4.0448,3.9179,0.0244,0.7784,2.696,2.665,2.6595,0.0089,2058.8083,660.8192,-230.0982,-229.7222,0,7.89,-999.25,0.0252,4622.3335,0.0198,0.4083,0.0923,0.0068,0.4926
10656.9,57.9909,96.3972,45.8505,137.2744,188.8914,149.3862,141.4399,52.3668,283.752,373.1987,157.3238,163.3986,50.1647,194.8589,287.4128,229.3449,170.2521,6.6941,184.3629,12.6032,0.0271,0.005,0.0118,0.0086,0.0018,0.0024,0.0039,0,0,1556.853,6296.8721,0.0064,0.004,0.0008,0.0167,6673.9126,186.3608,0.2987,-0.0079,0.0271,0.0297,0,0.0225,0.1734,0.0121,2.5264,0.2262,0.0065,0.0019,45.7228,61.2084,0.3494,2.0877,43.0401,45.7578,185.3162,9.0487,-0.0028,-0.0057,44.0133,259.4745,232.7036,0.0235,0.0665,0.0218,0.0001,0.0007,0.0128,0.0199,3.7353,3.8887,0.0243,0.6034,2.7024,2.6593,2.6637,0.0083,374.5876,650.4772,-229.4853,-229.6632,0,4.9086,-999.25,0.0335,4617.3335,0.0218,0.3915,0.1129,0.0121,0.4834
10657.4,57.9885,96.8164,43.2042,116.7859,156.7758,127.7806,117.2496,48.9905,181.7416,188.5789,135.6228,138.7799,44.6676,145.2419,201.0704,167.4111,141.3327,7.8259,151.2173,11.5447,0.032,0.0053,0.0158,0.0097,0.0012,0.0023,0.0043,0,0,1559.3317,5833.8066,0.0066,0.0041,0.0008,0.0175,6380.6836,186.251,0.2902,-0.0081,0.0251,0.0218,0,0.0277,0.1547,0.0146,2.4379,0.2392,0.0114,0.0021,48.1139,62.379,0.3621,2.0868,45.3086,51.6891,185.3162,9.0402,-0.0019,0.0046,41.6527,415.9499,372.7993,0.0241,0.0401,0.0257,0.0002,0.001,0.0157,0.0237,3.9795,3.7693,0.0257,0.8814,2.7095,2.6727,2.6671,0.0057,1416.957,307.8875,-229.9179,-229.5911,0,4.362,-999.25,0.0386,4609,0.0257,0.3412,0.1393,0.0212,0.4982
10657.9,58.2784,96.9686,40.0796,94.7074,124.6998,104.5509,96.2619,37.2775,82.5285,98.5269,73.9601,75.3114,40.2002,97.6141,123.2444,100.8362,89.6933,9.5647,94.0291,10.9756,0.0299,0.0036,0.0165,0.0097,0.0002,0.0057,0.003,0,0,1555.6482,5319.9297,0.0087,0.0041,0.0008,0.0186,6081.7417,186.4706,0.294,-0.0083,0.0284,0.034,0,0.0335,0.1291,0.0176,2.7539,0.2592,0.0124,0.0028,53.7588,63.5495,0.3861,2.3813,50.6154,55.3909,185.3162,9.044,-0.0019,0.0051,50.5124,125.3923,112.284,0.0339,0.0431,0.0313,0.0002,0.0019,0.0229,0.0295,3.7252,3.6305,0.0312,0.2802,2.712,2.6519,2.6615,0.0064,168.7339,165.3167,-229.1636,-229.4984,0,5.0654,-999.25,0.0386,4629.3335,0.0313,0.2723,0.1681,0.0231,0.5364
10658.4,59.1799,97.1827,37.7474,82.6618,106.1531,92.176,83.8153,31.8198,58.1798,70.6463,58.8706,59.8148,36.4445,78.6421,99.3818,86.5409,73.4441,10.8488,67.454,10.7908,0.0275,0.0064,0.0109,0.0101,0,0.0087,0.0017,0,0,1555.8103,4796.043,0.0105,0.0041,0.0008,0.0206,5824.4033,186.5255,0.3017,-0.0087,0.0344,0.0336,0.0222,0.0383,0.1041,0.0201,3.088,0.2801,0.0151,0.003,61.3199,61.2084,0.397,2.2438,57.714,61.4392,185.3162,9.0517,-0.0033,-0.0035,59.73,58.5585,52.8285,0.0464,0.0548,0.0395,0.0002,0.0031,0.0352,0.0467,3.3045,3.4842,0.0393,0.3388,2.7155,2.6525,2.6511,0.006,86.7633,101.0319,-229.8071,-229.4071,0,5.3375,-999.25,0.0379,4656.8335,0.0395,0.2051,0.1925,0.0282,0.5742
10658.9,59.4968,97.7015,35.4496,72.6957,90.3645,79.6101,71.9885,37.0559,68.2507,77.0697,65.4378,66.6147,34.9253,69.5564,87.454,78.7281,67.9129,12.5612,73.9779,10.6851,0.0291,0.0129,0.0047,0.0098,0.0022,0.0103,0.001,0,0,1549.7233,4283.2549,0.0118,0.0041,0.0008,0.0232,5546.375,187.0118,0.3094,-0.0092,0.0402,0.031,0.0295,0.042,0.0925,0.0226,3.7478,0.2868,0.0142,0.003,66.9031,61.2084,0.4084,2.3678,62.9466,63.7395,185.3162,9.0594,-0.0052,-0.0163,62.9618,67.5503,60.896,0.0561,0.0904,0.0488,0.0002,0.0047,0.0445,0.0521,3.3422,3.4148,0.0486,0.1881,2.717,2.6571,2.6413,0.0089,100.6563,107.516,-228.7794,-229.3253,0,4.7984,-999.25,0.0409,4638,0.0489,0.1739,0.2113,0.0265,0.5882
10659.4,59.9587,98.2022,33.7688,65.9819,80.1921,71.013,64.8305,36.4336,77.9217,87.3785,71.4939,72.7459,33.1028,63.194,77.0106,69.4708,61.7763,14.0819,76.1717,10.4242,0.0338,0.0202,0.0016,0.0078,0.0061,0.0103,0.0007,0,0,1544.8351,3834.5171,0.0129,0.0041,0.0008,0.0249,5238.105,187.1843,0.294,-0.0094,0.0368,0.0373,0.0295,0.0455,0.0925,0.0247,4.3629,0.2806,0.0155,0.0025,71.9543,60.0379,0.4169,2.1435,67.747,69.3038,185.3162,9.044,-0.0053,-0.0153,65.9069,106.8489,95.8506,0.0514,0.0846,0.0574,0.0003,0.007,0.0534,0.0494,3.2846,3.3905,0.0564,0.2841,2.7224,2.6462,2.647,0.0035,149.9568,103.2846,-229.3518,-229.2299,0,3.7877,-999.25,0.0467,4615.8335,0.0576,0.1737,0.2288,0.029,0.5685
10659.9,60.5264,98.5763,33.0098,62.7832,75.106,66.7276,61.8567,27.8481,50.021,55.7676,49.858,50.4997,30.7247,55.4084,65.1028,59.3048,54.8815,14.9863,58.4107,10.0461,0.0353,0.0229,0.0033,0.0043,0.0086,0.0099,0.0005,0,0,1540.105,3540.1384,0.0143,0.0041,0.0008,0.0234,5094.1006,187.1843,0.3094,-0.0098,0.0292,0.0253,0.0116,0.0444,0.0977,0.0252,5.9418,0.2754,0.0068,0.0025,80.698,60.0379,0.431,2.2113,75.9257,81.4932,185.3162,9.0594,-0.0039,-0.0052,74.2546,62.5569,55.7919,0.0711,0.0676,0.0663,0.0003,0.0099,0.0695,0.0675,3.4089,3.4242,0.0635,0.2406,2.714,2.6667,2.6601,0.0001,79.9194,91.1865,-228.5423,-229.1481,0,3.3652,-999.25,0.0496,4653.6001,0.0664,0.1879,0.223,0.0128,0.5763
10660.4,60.6847,98.8954,33.249,63.9339,75.4941,66.9799,62.1119,28.8443,50.4938,52.5936,44.4327,44.9082,30.4988,53.8708,60.4797,54.3897,51.2406,14.9299,51.1723,9.8561,0.0294,0.0196,0.0078,0.001,0.0053,0.0119,0.0001,0,0,1541.0728,3372.2852,0.0162,0.004,0.0008,0.0183,5099.3911,187.2392,0.3079,-0.0101,0.024,0.0251,0,0.0434,0.101,0.0251,5.9319,0.2729,0.0031,0.0025,92.6413,60.0379,0.4386,2.4111,87.1688,90.3202,185.3162,9.0579,-0.0029,0.0012,87.5619,51.9401,46.2833,0.094,0.0512,0.0754,0.0002,0.0134,0.0819,0.0985,3.5211,3.4583,0.0705,0.3704,2.71,2.6671,2.669,0.0001,66.2936,67.9512,-228.8493,-229.0675,0,3.3978,-999.25,0.0456,4652,0.0755,0.1968,0.218,0.0058,0.5795
10660.9,60.2875,99.1349,34.607,69.6149,81.6219,71.7762,66.6261,32.9233,64.3214,66.8173,58.62,59.4183,32.6825,61.1629,69.4639,61.4804,59.2577,13.9322,64.0206,9.9669,0.0233,0.014,0.0093,0.0001,0.0025,0.0128,0,0,0,1534.5514,3506.2585,0.0153,0.004,0.0008,0.0154,5235.1558,187.2941,0.2987,-0.01,0.0247,0.0225,0,0.04,0.1049,0.0232,5.214,0.2743,0.0013,0.0027,94.274,60.0379,0.4351,2.3169,88.7428,89.7745,185.3162,9.0487,-0.0029,-0.0046,99.7248,49.2407,43.8661,0.0914,0.0538,0.0731,0.0002,0.01,0.0727,0.0884,3.5227,3.4791,0.0687,0.3053,2.705,2.6716,2.6678,0.0001,62.8297,78.9135,-228.4089,-228.9959,0,4.1974,-999.25,0.0386,4647.3335,0.0731,0.2073,0.2009,0.0024,0.5894
10661.4,59.8049,98.5212,37.6172,81.8076,96.4116,83.4799,77.2723,36.5704,74.8145,77.9423,69.2368,70.1654,37.5116,75.5362,83.7932,73.3776,71.1538,11.9789,75.7557,10.3459,0.0178,0.0073,0.0102,0.0002,0.001,0.0124,0.0002,0,0,1530.23,4062.158,0.0136,0.0039,0.0008,0.0138,5509.48,187.2941,0.3218,-0.0095,0.0272,0.0249,0,0.0371,0.1075,0.0202,2.9725,0.2776,0.0106,0.0025,85.7582,61.2084,0.4262,2.2262,80.6411,74.9688,185.3162,9.0718,-0.0027,-0.0155,79.1315,89.9892,80.6549,0.0515,0.055,0.0562,0.0001,0.0044,0.0504,0.0571,3.3797,3.489,0.0544,0.2126,2.7109,2.6674,2.6635,0.0031,123.3322,94.6853,-228.9265,-228.9274,0,6.2009,-999.25,0.0314,4648,0.0562,0.2143,0.1863,0.0197,0.5797
10661.9,58.7024,97.9456,41.8548,104.3084,124.8304,105.4056,95.8676,39.4085,88.4321,82.8403,70.6469,71.4,42.1521,105.6915,118.3561,100.8679,90.9566,9.4872,88.3535,10.9134,0.0137,0.0019,0.011,0.0008,0.0008,0.0109,0.0004,0,0.0002,1541.2943,4912.6372,0.0123,0.0039,0.0008,0.0131,6014.5757,187.2941,0.3171,-0.0088,0.0326,0.0288,0.0329,0.0305,0.1265,0.0154,1.6269,0.268,0.0171,0.0022,67.6811,60.0379,0.3953,2.4246,63.6561,61.1056,185.3162,9.0671,-0.0042,-0.0292,63.2358,90.086,81.3285,0.0372,0.0864,0.0405,0.0001,0.0005,0.027,0.0367,3.4407,3.5955,0.0402,0,2.713,2.6608,2.6542,0.0118,143.7535,165.9769,-228.8268,-228.8738,0,8.8024,-999.25,0.026,4681.167,0.0405,0.2652,0.1532,0.0319,0.5497
10662,58.2416,96.8402,45.8853,135.4823,171.424,138.7881,122.2721,49.5033,170.8367,168.7947,142.4859,143.4804,49.4911,169.9771,204.0872,150.178,123.0044,7.2052,157.1928,11.6646,0.0125,0.0005,0.0102,0.0018,0.0014,0.0088,0.0001,0,0.001,1557.3745,5912.1768,0.0112,0.004,0.0008,0.0131,6534.6084,187.2941,0.321,-0.0083,0.0341,0.0333,0.048,0.0234,0.1586,0.0106,0.8085,0.2436,0.0187,0.0016,50.7279,60.0379,0.3715,2.3401,47.7027,47.2068,185.3162,9.071,-0.005,-0.0302,48.7715,187.6727,169.0139,0.0292,0.1052,0.0268,0.0001,0.0001,0.0159,0.0293,3.672,3.803,0.0303,0,2.7115,2.653,2.6517,0.013,318.0938,257.3016,-228.8346,-228.7938,0,10.3536,-999.25,0.0238,4707.2002,0.0268,0.3517,0.1178,0.0228,0.5077
10662.5,57.4974,95.7393,51.3186,190.9902,260.5191,203.7408,171.3374,62.9829,533.8018,438.0205,273.8784,274.461,59.3989,358.7015,587.4424,347.2451,253.2715,4.9082,270.6316,12.6009,0.0086,0.0004,0.0063,0.0016,0.0025,0.007,0.0003,0,0.0012,1560.4476,6817.1479,0.0106,0.0041,0.0008,0.0126,6907.3403,187.2941,0.3248,-0.0078,0.0315,0.0246,0.048,0.0186,0.1933,0.0084,1.605,0.2111,0.0148,0.0013,39.0671,60.0379,0.3494,2.2886,36.7308,38.0061,185.3162,9.0748,-0.0048,-0.0196,31.2066,379.4429,340.569,0.0099,0.0969,0.0165,0.0001,0,0.0091,0.0115,4.1787,4.0468,0.0235,0.0283,2.7088,2.668,2.6561,0.0126,2565.4595,902.3482,-228.9449,-228.71,0,15.7884,-999.25,0.0193,4635,0.0165,0.445,0.0935,0.0181,0.4434
10663,56.9247,94.8686,55.2338,268.5892,385.1455,299.2897,244.1526,63.9623,1658.4036,1392.4364,318.1839,314.1476,62.5039,556.1279,1022.5138,701.2484,407.3709,3.3412,345.2939,13.5324,0.0082,0.0021,0.0033,0.0012,0.0034,0.0042,0.0031,0.0002,0.0005,1571.8531,7443.3784,0.0098,0.0042,0.0008,0.0126,7114.1719,187.2941,0.3218,-0.0075,0.0247,0.0229,0.0303,0.0176,0.2079,0.009,2.9358,0.1948,0.0095,0.0013,32.6613,60.0379,0.3333,2.3304,30.7124,32.568,185.3162,9.0718,-0.0023,-0.0019,30.372,374.9618,336.6093,0.0053,0.0398,0.0102,0.0001,0,0.0064,0.0026,4.3011,4.1845,0.0168,0.2675,2.706,2.6709,2.6677,0.012,3143.8125,3367.5022,-228.7059,-228.5999,0,16.3992,-999.25,0.018,4658.3335,0.0103,0.4843,0.0886,0.0177,0.4094
10663.5,56.5645,93.49,57.4244,336.0803,488.7192,364.9494,323.9664,62.4785,701.1299,1447.9639,279.1896,271.8575,61.4247,551.9677,838.1929,639.2407,515.8214,2.7401,371.3233,14.773,0.0107,0.0054,0.0028,0.0007,0.0028,0.0033,0.0055,0.0002,0,1571.0967,7558.4141,0.01,0.0042,0.0008,0.0125,7197.063,187.2941,0.3356,-0.0075,0.0212,0.0188,0,0.0214,0.2039,0.0115,4.1428,0.1925,0.0083,0.0011,33.4477,61.2084,0.3282,2.2689,31.4319,33.7813,185.3162,9.0856,-0.0005,0.0068,30.6462,378.2863,339.5423,0.006,-0.0036,0.0098,0.0001,0.0001,0.0069,0.0067,4.303,4.188,0.0149,0.3808,2.7086,2.6779,2.6737,0.011,2701.7634,2124.3794,-228.8554,-228.4583,0,12.6536,-999.25,0.0207,4601.5,0.0098,0.4735,0.1074,0.0154,0.4037
10664,56.1963,93.026,58.3637,321.2877,525.2468,360.5392,305.5383,59.5216,395.2706,702.8572,260.2699,251.3553,59.4114,418.8349,737.6968,513.0173,355.6776,2.7736,350.899,16.0278,0.016,0.0097,0.005,0.0002,0.0018,0.0046,0.0063,0,0,1562.7972,7290.1182,0.0116,0.0041,0.0008,0.0129,7131.2456,187.2941,0.3541,-0.0078,0.0238,0.0214,0,0.0246,0.1862,0.0135,4.2938,0.2073,0.0089,0.0009,35.3002,60.0379,0.3305,2.1153,33.1448,38.4879,185.4421,9.1041,-0.0005,0.0021,33.3409,395.565,354.8103,0.0104,0.0036,0.0125,0.0001,0.0017,0.0081,0.0115,4.0681,4.1045,0.0177,0.4148,2.7099,2.6734,2.6693,0.0101,1206.0386,872.6319,-228.421,-228.2981,0,7.1534,-999.25,0.0276,4599.5,0.0125,0.426,0.1238,0.0166,0.4336
10664.5,56.1944,93.2597,58.6422,276.0094,483.232,325.1461,277.422,58.7405,281.4566,557.4523,297.0255,281.5202,59.2535,282.013,638.2286,364.1176,270.3475,3.0755,342.715,17.2313,0.0249,0.0149,0.0088,0.0002,0.0027,0.0063,0.006,0,0,1555.9524,6962.9814,0.0141,0.0041,0.0008,0.0153,6976.1992,187.2941,0.3326,-0.0078,0.0291,0.0312,0,0.0257,0.1709,0.014,4.4762,0.2233,0.011,0.0006,39.3538,61.2084,0.3334,2.016,36.9873,41.0026,185.4421,9.0826,-0.0015,-0.0073,35.3682,305.7118,274.3622,0.017,0.0385,0.0152,0.0002,0.0074,0.0106,0.0181,3.9627,3.9926,0.0216,0.4044,2.7107,2.6566,2.6602,0.01,463.6753,500.5011,-228.4982,-228.1038,0,4.6348,-999.25,0.039,4653.3335,0.0152,0.3847,0.1294,0.0205,0.4654
10665,56.8317,93.9133,58.6294,232.1607,382.9362,273.8201,240.5086,58.4855,225.719,438.8097,296.5392,277.3789,58.6176,231.028,466.5909,305.208,249.2585,3.652,328.1527,18.1154,0.0251,0.0137,0.0096,0.0003,0.0045,0.0074,0.0054,0,0,1556.8926,6737.9473,0.0157,0.0042,0.0008,0.0176,6896.9233,187.2941,0.348,-0.008,0.0361,0.0321,0.0138,0.0257,0.1536,0.0137,4.3264,0.2438,0.0116,0.001,43.4756,61.2084,0.3423,2.4276,40.8324,44.488,185.3162,9.098,-0.0036,-0.0173,42.1893,241.189,216.668,0.0239,0.0835,0.0175,0.0003,0.0109,0.0117,0.0199,3.8013,3.903,0.0262,0.158,2.708,2.6551,2.6484,0.0112,377.2894,385.9489,-227.9614,-227.8793,0,5.2445,-999.25,0.0408,4660,0.0175,0.3382,0.1293,0.0216,0.511
10665.5,57.5717,94.0206,56.9712,194.6053,287.5571,224.4389,203.9809,63.0222,231.8084,335.0565,249.18,234.6501,58.8651,204.2681,341.6609,243.3471,217.1618,4.4556,283.9934,18.2266,0.0217,0.0091,0.0074,0.0021,0.0063,0.007,0.005,0,0,1560.9414,6605.6899,0.0152,0.0042,0.0008,0.0204,6809.7734,187.2941,0.3557,-0.008,0.0392,0.0333,0.0324,0.026,0.1445,0.0138,4.9727,0.2541,0.011,0.0015,47.5386,61.2084,0.3554,2.0859,44.6327,45.4599,185.4421,9.1057,-0.0053,-0.0184,44.9195,234.03,210.2435,0.0177,0.1042,0.0182,0.0004,0.0087,0.0123,0.0208,3.8375,3.8201,0.0281,0,2.7058,2.653,2.643,0.0117,365.4111,356.9666,-227.7446,-227.6271,0,8,-999.25,0.0369,4636,0.0183,0.3137,0.1305,0.0206,0.5352
10666,59.1047,95.4601,53.6432,157.7201,212.3455,176.6524,162.9982,58.8011,169.1402,229.8256,173.8098,165.693,58.514,178.51,265.7508,199.3899,195.6753,5.6608,197.9283,17.5013,0.0173,0.0054,0.0044,0.0035,0.0074,0.0068,0.0034,0,0.0004,1558.5515,6461.0908,0.0139,0.0041,0.0008,0.0214,6732.082,187.2941,0.3557,-0.0081,0.0406,0.0378,0.0502,0.0291,0.1358,0.0151,4.6401,0.2591,0.0141,0.002,49.4122,61.2084,0.3659,1.9903,46.3918,45.4946,185.4421,9.1057,-0.0067,-0.0152,46.8875,214.5065,192.7936,0.0104,0.1192,0.0195,0.0004,0.0042,0.0117,0.0144,3.6577,3.7499,0.0295,0,2.7105,2.6453,2.6405,0.0119,338.9284,358.4274,-227.4191,-227.3274,0,11.0735,-999.25,0.0312,4655.8003,0.0196,0.2904,0.1465,0.0264,0.5368
10666.5,60.2642,96.7269,48.9234,119.8139,150.7267,130.5058,122.3224,59.6732,149.5851,193.3624,141.7394,135.9937,55.256,173.5899,210.7083,162.7183,174.3427,7.6625,149.6742,16.2408,0.0153,0.0052,0.0027,0.0033,0.0079,0.0065,0.0009,0,0.0009,1558.7761,6060.8926,0.0121,0.004,0.0008,0.0196,6479.3452,187.2941,0.3672,-0.0083,0.0399,0.0355,0.0409,0.0323,0.1272,0.0168,5.5896,0.2635,0.0148,0.0022,50.4251,61.2084,0.3817,2.364,47.3177,47.2427,185.8195,9.1172,-0.0059,-0.0067,47.4119,233.4851,209.7741,0.0203,0.1147,0.0225,0.0003,0.0008,0.0128,0.0161,3.6651,3.6679,0.0308,0,2.7131,2.6494,2.6418,0.0108,366.1395,348.5576,-226.8272,-227.0264,0,11.4691,-999.25,0.0274,4644.5,0.0225,0.2673,0.1625,0.0278,0.5424
10667,62.5028,99.8999,43.0467,87.7819,105.3724,94.5981,89.4241,67.4691,230.1004,145.6646,147.4842,148.7719,55.1471,164.3063,169.949,150.7059,140.408,10.571,142.2693,15.1524,0.0198,0.0091,0.0051,0.0018,0.0087,0.0042,0,0,0.0007,1552.6703,5216.8516,0.0098,0.0038,0.0008,0.0154,5997.9185,187.2941,0.3726,-0.0088,0.0415,0.0346,0.0321,0.0368,0.1087,0.0194,6.4358,0.2773,0.0155,0.0024,55.7134,61.2084,0.4075,2.2257,52.2673,51.6378,185.8195,9.1226,-0.0044,-0.0002,47.543,223.7714,200.8219,0.0197,0.094,0.0317,0.0001,0.0018,0.0241,0.019,3.6257,3.5692,0.0365,0,2.7155,2.6508,2.6391,0.01,331.087,325.809,-226.7161,-226.6913,0,5.0229,-999.25,0.0296,4598.5005,0.0317,0.2175,0.1849,0.029,0.5686
10667.5,63.5386,101.32,36.776,64.6441,74.5838,69.1051,65.3101,56.0273,93.2121,93.9446,76.1234,75.6548,41.549,88.3311,102.8586,96.6757,90.8109,14.4707,79.0216,14.0921,0.0242,0.01,0.0076,0.0028,0.0074,0.0014,0,0,0.0011,1548.5682,4076.2646,0.0062,0.0039,0.0008,0.0127,5420.752,187.2941,0.3557,-0.0096,0.0425,0.0489,0,0.0401,0.0795,0.0218,7.8784,0.3051,0.0111,0.003,74.1613,61.2084,0.4343,2.2091,69.6281,71.5036,185.8195,9.1057,-0.0019,0.0069,61.9361,134.3513,121.0627,0.0504,0.0476,0.0529,0,0.0007,0.0643,0.0488,3.4043,3.4442,0.0524,0.0369,2.7098,2.6265,2.6373,0.0078,218.5004,134.234,-225.9577,-226.358,0,3.6007,-999.25,0.0304,4579.5,0.0528,0.1388,0.2016,0.0208,0.6388
10668,64.6378,104.4091,31.0851,49.0667,54.7519,51.4859,49.0142,27.577,40.2669,42.0097,38.6402,38.162,30.5679,48.2003,53.1375,49.883,47.7331,19.4228,41.1979,13.1986,0.0304,0.0114,0.01,0.005,0.0057,0.0003,0,0,0.0014,1551.0958,3042.3362,0.0034,0.0039,0.0008,0.0124,4919.6274,187.2941,0.3772,-0.011,0.0443,0.0482,0,0.0437,0.0575,0.0243,7.7547,0.324,0.009,0.003,94.1287,60.0379,0.4614,2.363,88.2879,92.3922,185.8195,9.1272,-0.001,0.0082,99.8323,49.0847,43.911,0.1282,0.0177,0.0885,0,0.0002,0.0988,0.1208,3.3861,3.34,0.0838,0,2.7081,2.6276,2.6343,0.0031,65.2486,69.7811,-225.9179,-226.0309,0,2.8759,-999.25,0.0338,4607.6665,0.0884,0.0797,0.2199,0.0167,0.6837
10668.5,66.6829,106.7745,27.207,39.3849,42.88,41.0822,39.2994,23.1498,30.6185,32.6183,30.125,29.8382,24.0143,33.3781,36.2997,35.0751,33.8249,24.3414,32.1463,13.2025,0.0392,0.0134,0.0131,0.0087,0.0042,0,0,0,0.0017,1552.3303,2481.9949,0.0021,0.004,0.0008,0.0147,4436.0039,187.2941,0.4234,-0.0119,0.0444,0.0399,0,0.0464,0.042,0.0257,6.6559,0.3375,0.0095,0.0033,106.8906,61.2084,0.4953,2.2795,100.0469,105.4233,185.8195,9.1734,-0.0012,0.0064,103.4219,35.168,31.2914,0.1302,0.018,0.1106,0.0001,0.0001,0.112,0.1332,3.2198,3.2784,0.1014,0.1355,2.7087,2.6417,2.6341,0.0001,44.8063,46.7724,-224.989,-225.6858,0,2.5486,-999.25,0.0412,4636,0.1107,0.0379,0.233,0.0178,0.7112
10669,67.6601,109.4718,24.341,33.7974,36.0671,34.8511,33.4682,23.1046,31.8205,33.4978,31.2394,30.926,22.3006,30.3756,32.9506,32.0875,30.3344,28.6935,32.6585,12.8189,0.0495,0.0157,0.0166,0.0138,0.0033,0,0.0002,0.0003,0.0015,1537.0339,2288.386,0.002,0.004,0.0008,0.0192,4101.9189,187.2941,0.4481,-0.0121,0.0462,0.0444,0,0.0488,0.0464,0.027,6.378,0.3283,0.0115,0.0031,107.06,63.5495,0.5064,2.2165,100.0932,103.1539,185.8195,9.1981,-0.0028,-0.0005,96.9466,31.3216,27.8582,0.0998,0.0594,0.1114,0.0002,0.0001,0.1039,0.1037,3.2442,3.2826,0.1023,0.2343,2.7141,2.6341,2.631,0.0001,39.8853,39.5982,-225.6643,-225.3629,0,2.4215,-999.25,0.0515,4570.5,0.1116,0.0498,0.2451,0.0216,0.6835
10669.5,68.6005,110.9156,22.7809,30.8682,32.4144,31.4199,30.0669,21.6083,27.4668,29.2265,28.2475,27.9797,21.7257,28.7328,30.405,30.6993,29.307,31.827,29.2987,12.9451,0.0585,0.0168,0.0195,0.0192,0.0029,0,0.0009,0.0014,0,1531.8496,2251.0103,0.0023,0.0039,0.0008,0.0244,3975.021,187.2941,0.4234,-0.0119,0.048,0.0416,0,0.051,0.0483,0.0276,5.5737,0.3227,0.0153,0.0037,107.333,62.379,0.5323,2.1897,100.461,104.8293,185.8195,9.1734,-0.0039,-0.0041,99.8324,27.6248,24.5609,0.1068,0.0834,0.1083,0.0003,0.0002,0.1062,0.104,3.2257,3.3016,0.1002,0.258,2.7201,2.6388,2.628,0.0001,35.1592,37.4811,-224.6654,-225.074,0,2.4004,-999.25,0.0607,4600.4004,0.1083,0.0549,0.2565,0.0286,0.66
10670,69.1873,112.2686,22.2473,29.6239,30.7309,29.6539,28.3566,19.6759,23.6937,24.4189,24.8087,24.5973,21.135,27.5866,28.3087,28.016,26.7733,33.7224,26.1614,13.0154,0.0612,0.0154,0.0201,0.0211,0.0048,0.0014,0.0008,0.0003,0,1543.2454,2172.312,0.0027,0.0037,0.0008,0.0285,3901.3499,187.2941,0.4134,-0.0119,0.0515,0.0513,0,0.0513,0.0587,0.0278,5.8383,0.3099,0.014,0.0041,115.936,61.2084,0.5336,2.3353,108.5626,109.9182,185.8195,9.1634,-0.0041,-0.0067,104.5428,28.2377,25.1076,0.1186,0.0839,0.1125,0.0005,0.0003,0.1227,0.1148,3.3204,3.3301,0.104,0.101,2.7207,2.6223,2.6219,0.0001,35.9428,37.7277,-224.9485,-224.7673,0,2.6321,-999.25,0.064,4648.3335,0.1125,0.083,0.258,0.0262,0.6329
10670.5,69.5587,112.671,22.197,29.7291,30.6449,29.306,28.4321,21.7153,28.1735,27.2044,26.4431,26.2015,22.0582,27.8725,28.7369,27.6566,26.3846,34.1228,27.8018,12.7728,0.0546,0.0117,0.017,0.0203,0.0064,0.0023,0.0006,0,0,1524.9529,2060.46,0.0037,0.0037,0.0008,0.0296,3843.8018,187.2941,0.4019,-0.0121,0.0567,0.0652,0,0.051,0.0641,0.0279,4.3493,0.3039,0.0124,0.004,118.125,60.0379,0.544,2.3162,110.6707,120.9764,185.8195,9.1519,-0.0039,-0.0111,121.356,34.4816,30.6789,0.1375,0.0826,0.1223,0.0005,0.0005,0.1379,0.1345,3.4245,3.366,0.1121,0.1847,2.7199,2.5985,2.6131,0.0001,43.9285,43.6334,-224.2464,-224.4959,0,3.2114,-999.25,0.0583,4584.8335,0.122,0.0975,0.2564,0.0233,0.6228
